key,Rare disease,link,description
post-846,Behçet’s Syndrome,https://rarediseases.org/rare-diseases/behcets-syndrome/,Adamantiades-Behcet's syndromeBDBehcet's disease
post-847,Bejel,https://rarediseases.org/rare-diseases/bejel/,"DichuchwaEndemic SyphilisFrengaNjoveraNonvenereal SyphilisSitiTreponematosis, Bejel Type"
post-848,Bell’s Palsy,https://rarediseases.org/rare-diseases/bells-palsy/,Antoni's Palsyfacial nerve palsyfacial paralysisidiopathic facial palsyrefrigeration palsy
post-849,Benign Essential Blepharospasm,https://rarediseases.org/rare-diseases/benign-essential-blepharospasm/,BEBblepharospasm
post-850,Benign Paroxysmal Positional Vertigo,https://rarediseases.org/rare-diseases/benign-paroxysmal-positional-vertigo/,BPPV
post-851,Bernard-Soulier Syndrome,https://rarediseases.org/rare-diseases/bernard-soulier-syndrome/,"BSSgiant platelet syndromehemorrhagiparous thrombocytic dystrophyhereditary platelet disordermacrothrombocytopenia, familial Bernard-Soulier typeplatelet glycoprotein Ib deficiencyVon Willebrand factor receptor deficiency"
post-852,Berylliosis,https://rarediseases.org/rare-diseases/berylliosis/,Acute Beryllium DiseaseBeryllium GranulomatosisBeryllium PneumonosisBeryllium Poisoning
post-853,Best Vitelliform Macular Dystrophy,https://rarediseases.org/rare-diseases/best-vitelliform-macular-dystrophy/,"Best macular dystrophyBest diseasevitelline dystrophyvitelliruptive degenerationmacular degeneration, polymorphic vitellinevitelliform macular dystrophy, early-onsetvitelliform macular dystrophy, juvenile-onsetvitelliform macular dystrophy, type 2"
post-1765,Beta Thalassemia,https://rarediseases.org/rare-diseases/thalassemia-major/,Mediterranean anemia
post-254013,Beta-Mannosidosis,https://rarediseases.org/rare-diseases/beta-mannosidosis/,"beta-D-mannosidosisbeta-mannosidase deficiencymannosidosis, beta A, lysosomallysosomal beta-mannosidase deficiency"
post-854,Bile Acid Synthesis Disorders,https://rarediseases.org/rare-diseases/bile-acid-synthesis-disorders/,BASDbile acid synthesis defects
post-1114,Biliary Atresia,https://rarediseases.org/rare-diseases/extrahepatic-biliary-atresia/,N/A
post-855,Binder Type Nasomaxillary Dysplasia,https://rarediseases.org/rare-diseases/binder-type-maxillonasal-dysplasia/,Binder syndromemaxillonasal dysplasianasomaxillary hypoplasia
post-856,Binswanger Disease,https://rarediseases.org/rare-diseases/binswanger-disease/,"Binswanger encephalopathymulti-infarct dementia, Binswanger typesubcortical arteriosclerotic encephalopathy, SAEsubcortical dementiasubcortical ischemic vascular diseasevascular dementia, Binswanger type"
post-857,Biotinidase Deficiency,https://rarediseases.org/rare-diseases/biotinidase-deficiency/,"BTD deficiencyinfantile multiple carboxylase deficiencyjuvenile multiple carboxylase deficiencylate-onset multiple carboxylase deficiencymultiple carboxylase deficiency, due to biotinidase deficiencydelayed-onset biotinidase deficiencyprofound biotinidase deficiencypartial biotinidase deficiency"
post-858,Birt-Hogg-Dubé Syndrome,https://rarediseases.org/rare-diseases/birt-hogg-dube-syndrome/,BHD syndromeHornstein-Knickenberg syndrome
post-859,Björnstad Syndrome,https://rarediseases.org/rare-diseases/bjornstad-syndrome/,"deafness and pili torti, Bjornstad typepili torti and nerve deafness; PTNDpili torti-sensorineural hearing losspili torti-deafness syndromeBS"
post-860,Bladder Exstrophy-Epispadias-Cloacal Exstrophy Complex,https://rarediseases.org/rare-diseases/bladder-exstrophy-epispadias-cloacal-exstrophy-complex/,Ectopia Vesicae
post-861,Blastomycosis,https://rarediseases.org/rare-diseases/blastomycosis/,Gilchrist's DiseaseNorth American Blastomycosis
post-862,"Blepharophimosis, Ptosis, Epicanthus Inversus Syndrome",https://rarediseases.org/rare-diseases/blepharophimosis-ptosis-epicanthus-inversus-syndrome/,BPESblepharophimosis syndrome
post-863,Bloom Syndrome,https://rarediseases.org/rare-diseases/bloom-syndrome/,Bloom’s syndromeBloom-Torre-Machacek syndromeBSyn
post-864,Blue Diaper Syndrome,https://rarediseases.org/rare-diseases/blue-diaper-syndrome/,"Drummond's SyndromeHypercalcemia, Familial, with Nephrocalcinosis and Indicanuria"
post-865,Blue Rubber Bleb Nevus syndrome,https://rarediseases.org/rare-diseases/blue-rubber-bleb-nevus-syndrome/,Bean syndrome
post-1981,Bohring-Opitz Syndrome,https://rarediseases.org/rare-diseases/bohring-opitz-syndrome/,Oberklaid-Danks syndromeBOS
post-866,Börjeson-Forssman-Lehman Syndrome,https://rarediseases.org/rare-diseases/borjeson-forssman-lehman-syndrome/,BFLSBORJBorjeson syndrome
post-1909,Bosma Arhinia Microphthalmia Syndrome,https://rarediseases.org/rare-diseases/bosma-arhinia-microphthalmia-syndrome/,"Gifford-Bosma syndromeBosma syndromeRuprecht Majewski syndromearhinia, choanal atresia, microphthalmia, and hypogonadotropic hypogonadismBAM syndrome"
post-867,Botulism,https://rarediseases.org/rare-diseases/botulism/,N/A
post-868,Bowen Disease,https://rarediseases.org/rare-diseases/bowen-disease/,squamous cell carcinoma in situ
post-869,Bowen Hutterite Syndrome,https://rarediseases.org/rare-diseases/bowen-hutterite-syndrome/,"Bowen-Conradi Hutterite SyndromeBowen-Conradi SyndromeHutterite Syndrome, Bowen-Conradi Type"
post-870,Bowenoid Papulosis,https://rarediseases.org/rare-diseases/bowenoid-papulosis/,BP
post-871,Branchio Oculo Facial Syndrome,https://rarediseases.org/rare-diseases/branchio-oculo-facial-syndrome/,"BOFSbranchio-oculo-facial syndrome, also branchiooculofacial syndromehemangiomatous branchial clefts-lip pseudocleft syndrome"
post-872,Branchiootorenal Spectrum Disorders,https://rarediseases.org/rare-diseases/branchio-oto-renal-syndrome/,branchiootorenal (BOR) syndromebranchiootic (BOS) syndrome
post-874,Bronchopulmonary Dysplasia,https://rarediseases.org/rare-diseases/bronchopulmonary-dysplasia-bpd/,"BPDchronic lung disease, respiratory outcomes after premature birth"
post-875,Brown Séquard Syndrome,https://rarediseases.org/rare-diseases/brown-sequard-syndrome/,BSSHemiparaplegic SyndromeHemisection of the Spinal CordPartial Spinal Sensory SyndromeSpastic Spinal Monoplegia Syndrome
post-876,Brown Syndrome,https://rarediseases.org/rare-diseases/brown-syndrome/,"Superior Oblique Tendon Sheath SyndromeTendon Sheath Adherence, Superior Oblique"
post-877,Brucellosis,https://rarediseases.org/rare-diseases/brucellosis/,"Bang DiseaseBrucellemiaBrucelliasisCyprus FeverFebris MelitensisFebris SudoralisFebris UndulansFievre CaprineGibraltar FeverGoat FeverMaltese FeverMediterranean Fever, NonfamilialMelitensis SepticemiaMelitococcosisNeapolitan FeverPhthisis"
post-878,Brugada Syndrome,https://rarediseases.org/rare-diseases/brugada-syndrome/,N/A
post-879,Budd Chiari Syndrome,https://rarediseases.org/rare-diseases/budd-chiari-syndrome/,Budd's SyndromeChiari-Budd SyndromeChiari's DiseaseHepatic Veno-Occlusive DiseaseRokitansky's Disease
post-880,Buerger’s Disease,https://rarediseases.org/rare-diseases/buergers-disease/,Inflammatory Occlusive Peripheral Vascular DiseaseOcclusive Peripheral Vascular DiseaseTAOThromboangiitis Obliterans
post-881,Bullous Pemphigoid,https://rarediseases.org/rare-diseases/bullous-pemphigoid/,pemphigoidBP
post-882,C Syndrome,https://rarediseases.org/rare-diseases/c-syndrome/,Opitz trigonocephaly syndrometrigonocephaly C syndrometrigonocephaly syndromeOTCS
post-1039,C3 Glomerulopathy: Dense Deposit Disease and C3 Glomerulonephritis,https://rarediseases.org/rare-diseases/c3-glomerulopathy-dense-deposit-disease-and-c3-glomerulonephritis/,C3G
post-883,CADASIL,https://rarediseases.org/rare-diseases/cadasil/,cerebral autosomal dominant arteriopathy w/subcortical infarcts & leukoencephalopathyhereditary multi-infarct dementia
post-884,Campomelic Syndrome,https://rarediseases.org/rare-diseases/campomelic-syndrome/,"Acampomelic campomelic ""Dysplasia""Campomelic DwarfismCampomelic DysplasiaCampomelic Syndrome, Long-Limb TypeCamptomelic DwarfismCamptomelic SyndromeCamptomelic Syndrome, Long-Limb TypeCMDIDwarfism, CampomelicSRY-Box 9, SOX9 Mutations Syndrome"
post-885,Camurati-Engelmann Disease,https://rarediseases.org/rare-diseases/camurati-engelmann-disease/,CEDdiaphyseal dysplasiadiaphyseal hyperostosisprogressive diaphyseal dysplasia (PDD)Engelmann’s disease
post-886,Canavan Disease,https://rarediseases.org/rare-diseases/canavan-disease/,ASPA deficiencyaspartoacylase deficiencyCanavan's leukodystrophyCanavan-Van Bogaert-Bertrand diseasespongy degeneration of the central nervous systemVan Bogaert-Bertrand syndrome
post-888,CARASIL,https://rarediseases.org/rare-diseases/carasil/,cerebral autosomal recessive arteriopathy w/subcortical infarcts and leukoencephalopathyMaeda syndrome
post-889,Carbamoyl Phosphate Synthetase 1 Deficiency,https://rarediseases.org/rare-diseases/carbamoyl-phosphate-synthetase-i-deficiency/,carbamoylphosphatase deficiency Icarbamoyl phosphate synthetase deficiencycarbamylphosphatase deficiency Icarbamyl phosphate synthetase ICPSIDCPS1 deficiency
post-890,Carcinoid Syndrome,https://rarediseases.org/rare-diseases/carcinoid-syndrome/,carcinoid apudomacarcinoid cancercarcinoid diseasefunctioning argentaffinomafunctioning carcinoidmalignant carcinoid syndromeneuroendocrine tumor carcinoid type
post-1906,CARD9 Deficiency,https://rarediseases.org/rare-diseases/card9-deficiency/,N/A
post-891,Cardiofaciocutaneous Syndrome,https://rarediseases.org/rare-diseases/cardiofaciocutaneous-syndrome/,cardio-facial-cutaneous syndromeCFC syndromeRASopathy
post-892,Carney Complex,https://rarediseases.org/rare-diseases/carney-complex/,"Carney syndromeCNCfamilial myxomalentigines, atrial myxoma, and blue nevi (LAMB) syndromenevi, atrial myxoma, myxoid neurofibromas, and ephelides (NAME) syndrome"
post-894,Carnitine Palmitoyltransferase 1A Deficiency,https://rarediseases.org/rare-diseases/carnitine-palmitoyltransferase-1a-deficiency/,CPT 1A deficiencyhepatic carnitine palmitoyltransferase 1 deficiencyhepatic CPT1L-CPT1 deficiency
post-895,Carnosinemia,https://rarediseases.org/rare-diseases/carnosinemia/,carnosinase deficiency
post-896,Caroli Disease,https://rarediseases.org/rare-diseases/caroli-disease/,congenital dilatation of intrahepatic bile ductcongenital communicating cavernous ectasia of the intrahepatic biliary tract
post-897,Carpenter Syndrome,https://rarediseases.org/rare-diseases/carpenter-syndrome/,ACPS IIacrocephalopolysyndactyly type II
post-898,Castleman Disease,https://rarediseases.org/rare-diseases/castlemans-disease/,angiofollicular lymph node hyperplasiaangiomatous lymphoidCastleman tumorgiant benign lymphomagiant lymph node hyperplasiahamartoma of the lymphatics
post-899,Cat Eye Syndrome,https://rarediseases.org/rare-diseases/cat-eye-syndrome/,"CESchromosome 22, inverted duplication (22pter-22q11)chromosome 22, partial tetrasomy (22pter-22q11)chromosome 22, partial trisomy (22pter-22q11)Schmid-Fraccaro syndrome"
post-900,Catamenial Pneumothorax,https://rarediseases.org/rare-diseases/catamenial-pneumothorax/,N/A
post-901,Catel Manzke Syndrome,https://rarediseases.org/rare-diseases/catel-manzke-syndrome/,Catel-Manzke Type Palatodigital SyndromeHyperphalangy-Clinodactyly of Index Finger with Pierre Robin SyndromeMicrognathia-Digital Syndrome
post-902,Caudal Regression Syndrome,https://rarediseases.org/rare-diseases/caudal-regression-syndrome/,"caudal dysplasiacaudal dysplasiacaudal dysplasia sequencesacral agenesis, congenitalsacral regression"
post-903,Cavernous Malformation,https://rarediseases.org/rare-diseases/cavernous-malformation/,cavernomacavernous angiomacavernous hemangiomacerebral cavernous malformation (CCM)
post-904,CDKL5 Deficiency Disorder,https://rarediseases.org/rare-diseases/cdkl5/,CDKL5 deficiencyCDKL5 disorderCDKL5 encephalopathyCDKL5-related epilepsyCDKL5-related epileptic encephalopathyEarly infantile epileptic encephalopathy 2CDDSTK9
post-906,Central Core Disease,https://rarediseases.org/rare-diseases/central-core-disease/,"CCDCCOcentral core disease of musclemuscle core diseasemuscular central core diseasemyopathy, central coremyopathy, central fibrillarShy-Magee syndrome"
post-909,Centronuclear Myopathy,https://rarediseases.org/rare-diseases/centronuclear-myopathy/,autosomal dominant centronuclear myopathy (AD-CNM)autosomal recessive centronuclear myopathy (AR-CNM)CNM
post-910,Cerebellar Agenesis,https://rarediseases.org/rare-diseases/cerebellar-agenesis/,cerebellar aplasiaisolated cerebellar agenesissubtotal cerebellar agenesis
post-1949,Cerebral Creatine Deficiency Syndromes,https://rarediseases.org/rare-diseases/cerebral-creatine-deficiency-syndromes/,CCDS
post-1997,Cerebral Folate Deficiency,https://rarediseases.org/rare-diseases/cerebral-folate-deficiency/,cerebral folate deficiency syndromecerebral folate transport deficiencyFOLR1 deficiencyneurodegeneration due to cerebral folate transport deficiency
post-914,Cerebrocostomandibular Syndrome,https://rarediseases.org/rare-diseases/cerebrocostomandibular-syndrome/,CCMSCCM Syndromerib gap defects with micrognathiacerebro-costo-mandibular syndrome
post-915,Cerebrotendinous Xanthomatosis,https://rarediseases.org/rare-diseases/cerebrotendinous-xanthomatosis/,cerebral cholesterinosisCTXsterol 27-hydroxylase deficiency
post-916,Cervical Dystonia,https://rarediseases.org/rare-diseases/cervical-dystonia/,focal dystoniaidiopathic cervical dystoniaisolated (formally primary) cervical dystoniaspasmodic torticollisspasmodic wrynecktorticollis
post-917,Cervical Teratoma,https://rarediseases.org/rare-diseases/cervical-teratoma/,primary thyroid teratoma
post-1283,Chanarin-Dorfman Syndrome,https://rarediseases.org/rare-diseases/ichthyosis-chanarin-dorfman-syndrome/,Chanarin-Dorfman diseaseneutral lipid storage disease type ICGI58 deficiencydisorder of cornification 12 (neutral lipid storage type)DOC 12 (neutral lipid storage type)Dorfman Chanarin syndromeichthyosiform erythroderma with leukocyte vacuolationichthyotic neutral lipid storage diseasetriglyceride storage disease impaired long-chain fatty acid oxidationCDS
post-918,Chandler’s Syndrome,https://rarediseases.org/rare-diseases/chandlers-syndrome/,iridocorneal endothelial syndromeiris atrophy with corneal edema and glaucoma
post-919,Charcot-Marie-Tooth Disease,https://rarediseases.org/rare-diseases/charcot-marie-tooth-disease/,CMThereditary motor and sensory neuropathy (HMSN)peroneal muscular atrophydistal hereditary motor neuropathy (dHMN)hereditary sensory neuropathy (HSN or HSAN)distal spinal muscular atrophy (DSMA)
post-920,CHARGE Syndrome,https://rarediseases.org/rare-diseases/charge-syndrome/,"CHARGE associationHall-Hittner syndromecoloboma, heart, atresia of the choanae, retardation of growth and development, genital and urinary anomalies, and ear anomalies"
post-921,Chediak Higashi Syndrome,https://rarediseases.org/rare-diseases/chediak-higashi-syndrome/,"Begnez-Cesar's SyndromeChediak-Steinbrinck-Higashi SyndromeCHSLeukocytic Anomaly AlbinismNatural Killer Lymphocytes, Defect inOculocutaneous Albinism, Chediak-Higashi Type"
post-922,Chiari Frommel Syndrome,https://rarediseases.org/rare-diseases/chiari-frommel-syndrome/,Frommel-Chiari SyndromeLactation-Uterus AtrophyPostpartum Galactorrhea-Amenorrhea Syndrome
post-923,Chiari Malformations,https://rarediseases.org/rare-diseases/chiari-malformations/,Arnold-Chiari Malformation (ACM)CMHindbrain HerniationTonsillar Ectopia
post-924,Chikungunya,https://rarediseases.org/rare-diseases/chikungunya/,Arbovirus A Chikungunya TypeCHIKCK
post-925,Chilaiditi’s Syndrome,https://rarediseases.org/rare-diseases/chilaiditis-syndrome/,N/A
post-926,Cholangiocarcinoma,https://rarediseases.org/rare-diseases/cholangiocarcinoma/,bile duct adenocarcinomabiliary tract cancer
post-928,Cholera,https://rarediseases.org/rare-diseases/cholera/,Asiatic CholeraEpidemic Cholera
post-929,Cholesteryl Ester Storage Disease,https://rarediseases.org/rare-diseases/cholesteryl-ester-storage-disease/,"acid cholesteryl ester hydrolase deficiency, type 2CESDcholesterol ester hydrolase deficiencyLAL deficiency, CESD type"
post-931,Chordoma,https://rarediseases.org/rare-diseases/chordoma/,clival chordomafamilial chordomaintracranial chordomasacrococcygeal chordomaskull base chordomaspinal chordoma
post-932,Choroideremia,https://rarediseases.org/rare-diseases/choroideremia/,choroidal sclerosisprogressive choroidal atrophyprogressive tapetochoroidal dystrophy
post-933,"Choroiditis, Serpiginous",https://rarediseases.org/rare-diseases/choroiditis-serpiginous/,Geographic ChoroiditisGeographic ChoroidopathyGeographic Helicoid Peripapillary Choroidopathy (GHPC)Geographic Serpiginous ChoroiditisPeripapillary ChoroidopathySerpiginous Choroidopathy
post-934,"Chromosome 10, Distal Trisomy 10q",https://rarediseases.org/rare-diseases/chromosome-10-distal-trisomy-10q/,"chromosome 10, partial trisomy 10q24-qterchromosome 10, trisomy 10q2distal duplication 10qdistal trisomy 10q syndromedup(10q) syndrome"
